,Type,Size_or_Members,Shape,Data_type
/AwakeEventData/BTV.TT41.412442_FWHEEL/Acquisition,Group,1,,
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/pixelSize,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/nbAcq,Dataset,1,"(1,)",int32
/AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMax,Dataset,1,"(1,)",int16
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement,Group,3,,
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement/position,Dataset,1,(),|S128
/AwakeEventData/RADMON.AWAKE-1/Acquisition/pinDiodeType,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset_max,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Image/cameraZoom,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/firstLamp,Dataset,1,"(1,)",int16
/AwakeEventData/SPSBQMSPSv1/Acquisition/nWarningMessages,Dataset,1,"(1,)",int16
/AwakeEventData/TT43.BPM.430028/Acquisition/sigma,Dataset,12,"(12,)",int32
/AwakeEventData/RADMON.AWAKE-2/Acquisition/radfet2Type,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/beamIntensity,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/cycleTime,Dataset,1,"(1,)",|S26
/AwakeEventData/awake.XAWAVS_VX_TT_AVG,Group,1,,
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/verProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/RPCAH.TSG4.RCIBV.412347/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement,Group,3,,
/AwakeEventData/TT41.BTV.412426/Image/firstLamp_max,Dataset,1,"(1,)",int16
/AwakeEventData/SPS.BCTDC.41435/Acquisition/dumpCycleTime,Dataset,1,"(1,)",int32
/AwakeEventData/PMOTOR13,Group,1,,
/AwakeEventData/SPSBQMSPSv1/Acquisition,Group,66,,
/AwakeEventData/PMOTOR16,Group,1,,
/AwakeEventData/PMOTOR15,Group,1,,
/AwakeEventData/PMOTOR14,Group,1,,
/AwakeEventData/awake.XAWAVS_DJ_PV236,Group,1,,
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/verProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/BLMITT41/Acquisition,Group,21,,
/AwakeEventData/TT41.BTV.412353/Image/acqMsg,Dataset,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412350/Acquisition/superCycleNb,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/beamSize,Dataset,1,"(1,)",float64
/AwakeEventData/SPS.BCTDC.41435/Acquisition/nbOfMeas,Dataset,1,"(1,)",int32
/AwakeEventData/RPCAH.TSG4.RQIF.430034/Acquisition,Group,1,,
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement/position,Dataset,1,(),|S128
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
/AwakeEventData/SPS.BCTDC.41435/Acquisition/vmodStatus,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerError,Dataset,1,"(1,)",float32
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/TT41.BTV.412353/Image/screenSelect,Dataset,1,"(1,)",int32
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataDelay,Dataset,768,"(768,)",float64
/AwakeEventData/TT43.BPM.430203/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMax,Dataset,1,"(1,)",float32
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/AIRTR01/Acq/numericPosition,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/value,Dataset,320,"(1, 320)",int16
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/horProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/RPCAH.TSG4.RCIBH.430104,Group,1,,
/AwakeEventData/BOVWA.02TSG40.CAM7,Group,2,,
/AwakeEventData/RPCAH.TSG4.RQIF.430311,Group,1,,
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/value,Dataset,352,"(1, 352)",int16
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/value_units,Dataset,1,"(1,)",|S1
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/value_units,Dataset,1,"(1,)",|S1
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMean,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412345/Acquisition/verAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE28.CH01,Group,1,,
/AwakeEventData/PMOTOR06/Acquisition/position,Dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430010,Group,1,,
/AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature_max,Dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430028/Acquisition/horAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/height,Dataset,1,"(1,)",int32
/AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition,Group,1,,
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/intensityHistogram,Dataset,1000,"(1000,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/nbPtsPerProjInSet2,Dataset,1,"(1,)",int32
/AwakeEventData/PMOTOR16/Acquisition,Group,1,,
/AwakeEventData/TT41.BTV.412350/Acquisition/nbPtsPerProjInSet1,Dataset,1,"(1,)",int32
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileName,Dataset,1,"(1,)",|S29
/AwakeEventData/BTV.TT41.412442_MASK_V/Acquisition,Group,1,,
/AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesOk,Dataset,1,(),bool
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/value,Dataset,252,"(1, 252)",int16
/AwakeEventData/TT41.BPM.412349/Acquisition/horPos,Dataset,12,"(12,)",float32
/AwakeEventData/VVGF.412400/StartCounterSt,Group,1,,
/AwakeEventData/TT43.BPM.430308,Group,1,,
/AwakeEventData/RPPEF.BB4.RBIH.412435,Group,2,,
/AwakeEventData/VVGF.412400/State/value,Dataset,1,"(1,)",int16
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/intensityHistogram,Dataset,1000,"(1000,)",int32
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/beamIntensity,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
/AwakeEventData/BLMITT41/Acquisition/nbOfChannels,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/descSet2,Dataset,1,"(1,)",|S19
/AwakeEventData/TT41.BTV.412350/Acquisition/descSet1,Dataset,1,"(1,)",|S21
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/width,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/intensitySigma,Dataset,1,"(1,)",float64
/AwakeEventData/VTUAwake2Frep,Group,2,,
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/verProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/cogX,Dataset,1,"(1,)",float64
/AwakeEventData/TT43.BPM.430010/Acquisition/sigma,Dataset,12,"(12,)",int32
/AwakeEventData/RPCAH.TSG4.RQID.430031/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412353/Image/imageSet,Dataset,120000,"(1, 120000)",int16
/AwakeEventData/TT41.BTV.412350/Image/descSet2,Dataset,1,"(1,)",|S19
/AwakeEventData/TT41.BPM.412345/Acquisition/spsExtraction,Dataset,1,(),bool
/AwakeEventData/TT41.BTV.412350/Image/descSet1,Dataset,1,"(1,)",|S21
/AwakeEventData/XUCL-SPECTRO/CameraSettings/exposureTime,Dataset,1,"(1,)",float32
/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumNeutronFluence,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BPM.412351_HF/Acquisition/spsExtraction,Dataset,1,(),bool
/AwakeEventData/VTUAwake3FT1/NormalModeAcq/b_offline,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.BTV.412426/Image/offsetCalSet2,Dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412426/Image/offsetCalSet1,Dataset,4,"(4,)",float64
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
/AwakeEventData/LSSE2,Group,1,,
/AwakeEventData/TT43.BPM.430039/Acquisition/posOK,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/CTime,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BPM.412351/Acquisition/spsExtraction,Dataset,1,(),bool
/AwakeEventData/TT41.BTV.412350/Acquisition/filterSelectStr,Dataset,4,"(4,)",|S9
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/height,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings,Group,4,,
/AwakeEventData/SPSBQMSPSv1/Acquisition/verifyPattern,Dataset,1,(),bool
/AwakeEventData/XUCL-SPECTRO/BinningSetting/hend,Dataset,1,"(1,)",int32
/AwakeEventData/PMOTOR01/Acquisition/position,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/filterSelectStr,Dataset,4,"(4,)",|S9
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndex,Dataset,1,"(1,)",float32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2HadronFluence,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BPM.412349/Acquisition/posOK,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.BTV.412353/Acquisition/nbAcq,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/superCycleNb,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BPM.412345/Acquisition/horPos,Dataset,12,"(12,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMaxThr,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition/totalCurrentPreferred,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/intensitySigma,Dataset,1,"(1,)",float64
/AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
/AwakeEventData/TT41.BTV.412350/Image/screenSelect_min,Dataset,1,"(1,)",int32
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR,Group,1,,
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/TT41.BTV.412350/Image/rightBottomReference,Dataset,2,"(2,)",int16
/AwakeEventInfo,Group,4,,
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileCount,Dataset,1,"(1,)",int32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/acqState,Dataset,1,"(1,)",int32
/AwakeEventData/VTUAwake3FT1/ModeAcq,Group,1,,
/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumTID1,Dataset,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumTID2,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/verProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/value,Dataset,352,"(1, 352)",int16
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/intensityRMS,Dataset,1,"(1,)",float64
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/BPM.AWAKE.TT41/Acquisition/horPosition,Dataset,32,"(32,)",float32
/AwakeEventData/TT41.BTV.412426/Image/imagePositionSet2_unit,Dataset,1,"(1,)",|S2
/AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition,Group,1,,
/AwakeEventData/TT41.BTV.412426/Image/nbPtsInSet1,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/nbPtsInSet2,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/acqTime,Dataset,1,"(1,)",|S26
/AwakeEventData/RADMON.AWAKE-1,Group,1,,
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/horProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh1,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412347/Acquisition/horAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/beamIntensity,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/width,Dataset,1,"(1,)",int32
/AwakeEventData/VGP.412423,Group,1,,
/AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp_unitExponent,Dataset,1,"(1,)",float32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/acqMsg,Dataset,1,"(1,)",|S32
/AwakeEventData/RPCAH.TSG4.RQIF.430118/Acquisition,Group,1,,
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAxis,Dataset,785,"(785,)",float64
/AwakeEventData/BTV.TT41.412354_FILTER/Acquisition,Group,1,,
/AwakeEventData/TT43.BPM.430129/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1MBUCounts,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/intensityRMS,Dataset,1,"(1,)",float64
/AwakeEventData/awake.XAWAVS_DE_TT_AVG/PosSt/value,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE43.CH02/Acquisition,Group,11,,
/AwakeEventData/BLMITT41/Acquisition/acqState,Dataset,1,"(1,)",int32
/AwakeEventData/BLMITT41/Acquisition/channelNames,Dataset,15,"(15,)",|S15
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement/position,Dataset,1,(),|S128
/AwakeEventData/TT41.BTV.412442/Image,Dataset,1,(),|S92
/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank1MBUCounts,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/CTime,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings,Group,4,,
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/beamSize,Dataset,1,"(1,)",float64
/AwakeEventData/RPCAH.TSG4.RQID.430037/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndexOk,Dataset,1,(),bool
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430308/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/cycleTag,Dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430203/Acquisition/horAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/cogX,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/cogY,Dataset,1,"(1,)",float64
/AwakeEventData/TT43.BPM.430103/Acquisition,Group,9,,
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/intensityHistogram,Dataset,1000,"(1000,)",int32
/AwakeEventData/TT41.BTV.412350/Image/secondLamp_min,Dataset,1,"(1,)",int16
/AwakeEventData/BLMITT41/Acquisition/blrSignalStatus,Dataset,40,"(40,)",int16
/AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity,Dataset,940,"(940,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unitExponent,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh2,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.BPM.412345/Acquisition/horAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh1,Dataset,1,"(1,)",int16
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/CTime,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/offset,Dataset,1,"(1,)",float32
/AwakeEventData/SPS.BCTDC.51895/Acquisition/dumpCycleTime,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/positionSet2,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Image/firstLamp,Dataset,1,"(1,)",int16
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerValue,Dataset,100,"(100,)",|S16
/AwakeEventData/SPSBQMSPSv1/Acquisition/isTrailingDoublet,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/value_units,Dataset,1,"(1,)",|S1
/AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect_min,Dataset,1,"(1,)",int32
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataAxis,Dataset,5000,"(5000,)",float64
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/TT41.BTV.412426/Acquisition/userImageSelectionNumber,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Image/secondLamp_min,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image/acqState,Dataset,1,"(1,)",int32
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileName,Dataset,1,"(1,)",|S29
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageProjection,Dataset,512,"(512,)",float32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/CTime,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/screenSelect_min,Dataset,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-3/Acquisition,Group,21,,
/AwakeEventData/TT41.BTV.412350/Image/planeSet1,Dataset,1,"(1,)",int32
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileTime,Dataset,1,"(1,)",int64
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement/position,Dataset,1,(),|S128
/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/floatValue,Dataset,1,"(1,)",float64
/AwakeEventData/awake.XAWAVS_UJ_PV136/StsReg01,Group,1,,
/AwakeEventData/TT41.BCTF.412340/Acquisition/commonStatus,Dataset,1,"(1,)",int16
/AwakeEventData/BPM.AWAKE.TT41/Acquisition/dynDestination,Dataset,1,"(1,)",|S5
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/verProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/EMETER02/Acq,Group,3,,
/AwakeEventData/SPS.BCTDC.51895/Acquisition/monitorArray2,Dataset,1120,"(1120,)",int16
/AwakeEventData/SPS.BCTDC.51895/Acquisition/monitorArray1,Dataset,1120,"(1120,)",int16
/AwakeEventData/TT41.BTV.412353/Image/filterSelect_min,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/filterSelectStr,Dataset,4,"(4,)",|S9
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityStd,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412350/Acquisition/rightBottomReference,Dataset,2,"(2,)",int16
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,Group,21,,
/AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset_min,Dataset,1,"(1,)",int16
/AwakeEventData/TT43.BPM.430203,Group,1,,
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/PublishedSettings,Group,4,,
/AwakeEventData/TT43.BPM.430203/Acquisition/verAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/awake.XAWAVS_UE_TT_AVG/PosSt,Group,1,,
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileName,Dataset,1,"(1,)",|S44
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileTime,Dataset,1,"(1,)",int64
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
/AwakeEventData/BLMITT41/Acquisition/acqMsg,Dataset,1,"(1,)",|S1
/AwakeEventData/TT43.BPM.430028/Acquisition/posOK,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.BCTF.412340/Acquisition,Group,31,,
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAxis,Dataset,3648,"(3648,)",float64
/AwakeEventData/TT41.BTV.412353/Image/cameraOffset_max,Dataset,1,"(1,)",int16
/AwakeEventData/BTV.TT41.412442_MASK_H,Group,1,,
/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank1HadronFluence,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/CTime,Dataset,1,"(1,)",int32
/AwakeEventData/BTV.TT41.412442_MASK_V,Group,1,,
/AwakeEventData/TT41.BTV.412426/Image/amplitudeSet2,Dataset,1,"(1,)",float64
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS12,Group,1,,
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS11,Group,1,,
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS10,Group,1,,
/AwakeEventData/TT41.BTV.412426/Image/filterSelectStr,Dataset,4,"(4,)",|S9
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileCount,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/acqDesc,Dataset,1,"(1,)",|S7
/AwakeEventData/TT41.BPM.412343/Acquisition/spsExtraction,Dataset,1,(),bool
/AwakeEventData/TT41.BTV.412353/Acquisition/acqDesc,Dataset,1,"(1,)",|S7
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings/delayTime,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/beamID,Dataset,1,"(1,)",int32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/dumpInt,Dataset,1,"(1,)",float32
/AwakeEventData/awake.XAWAVS_BEAML_TT_AVG/PosSt,Group,1,,
/AwakeEventData/RPCAH.TSG4.RCIBH.430011/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/VGP.412423/PR,Group,1,,
/AwakeEventData/TT43.BPM.430203/Acquisition/horPos,Dataset,12,"(12,)",float32
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/cogY,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/cogX,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/height,Dataset,1,"(1,)",int32
/AwakeEventData/SR.AWGAMP,Group,1,,
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS10,Group,1,,
/AwakeEventData/TT41.BPM.412349_HF/Acquisition/horPos,Dataset,12,"(12,)",float32
/AwakeEventData/TT41.BTV.412426/Image/planeSet2,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/planeSet1,Dataset,1,"(1,)",int32
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS11,Group,1,,
/AwakeEventData/TT41.AWAKE-eBLM-pico3,Group,1,,
/AwakeEventData/XUCL-SPECTRO/BinningSetting/readMode,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412353/Image/propType,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/intensityRMS,Dataset,1,"(1,)",float64
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMin,Dataset,1,"(1,)",float32
/AwakeEventData/RADMON.AWAKE-2,Group,1,,
/AwakeEventData/RADMON.AWAKE-3,Group,1,,
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/TT41.BTV.412350/Image/propType,Dataset,1,"(1,)",int32
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement,Group,3,,
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMaxThr,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412426/Image/secondLamp_min,Dataset,1,"(1,)",int16
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/beamSize,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/propType,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/verProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileName,Dataset,1,"(1,)",|S17
/AwakeEventData/RPCAH.TSG4.RCIBH.430104/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412426/Acquisition/cycleTime,Dataset,1,"(1,)",|S26
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings/gain,Dataset,1,"(1,)",int64
/AwakeEventData/EMETER03/Acq,Group,3,,
/AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar3,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/intensityAvg,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/intensityHistogram,Dataset,1000,"(1000,)",int32
/AwakeEventData/TT43.BPM.430103/Acquisition/verAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412351_HF/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
